fda_Sponsor,fda_ApplicationNumber,fda_SubmissionDates,fda_BrandNames,fda_GenericNames,fda_Substances,ct_Sponsor,ct_NCTId,ct_LastUpdateDate,ct_Phases,ct_InterventionName,ct_OtherNames
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT05414201,2024-06-24,PHASE4,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02196701,2018-03-19,PHASE3,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02668640,2019-09-13,,Adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT05814627,2024-12-09,PHASE3,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02016482,2017-05-30,PHASE3,Adalimumab,"ABT-D2E7, Humira"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02065622,2020-11-23,PHASE3,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT01768858,2019-01-28,,Adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT01808118,2018-05-30,PHASE3,adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02065570,2021-02-18,PHASE3,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02808975,2020-05-14,PHASE4,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02533375,2019-01-14,PHASE3,Adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02629159,2024-06-18,PHASE3,Adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02750800,2019-11-06,,Adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02015793,2018-05-30,PHASE2,Adalimumab,
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02141997,2016-11-11,PHASE2,adalimumab,Humira
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02349451,2017-08-04,PHASE2,adalimumab,"Humira, ABT-D2E7"
ABBVIE INC,BLA125057,20021231,,['ADALIMUMAB'],[],AbbVie,NCT02198651,2019-06-25,PHASE4,Adalimumab,"ABT-D2E7, Humira"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01269684,2017-02-24,PHASE4,Everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01379521,2017-05-03,PHASE2,everolimus,"RAD001, Afinitor®)"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01079143,2014-03-18,PHASE3,Certican®,"Everolimus, RAD001"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00582738,2012-09-06,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT03176238,2020-04-07,PHASE3,everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00863655,2017-05-02,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02962414,2024-05-14,PHASE3,everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00514514,2017-01-18,PHASE3,Everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00378014,2015-02-06,PHASE3,everolimus,certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00876395,2018-12-19,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02890069,2023-01-11,PHASE1,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00510068,2015-07-01,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT05108740,2021-12-09,,everolimus,Afinitor
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00414440,2015-01-14,PHASE4,Everolimus,certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01783444,2021-02-26,PHASE2,Everolimus,"Everolimus monotherapy, RAD001"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01324492,2014-12-30,PHASE1,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01114529,2017-05-30,PHASE3,Everolimus,"Certican, Zortress, RAD001"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00968591,2020-12-21,PHASE1,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02017860,2020-04-30,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT04895748,2024-11-29,PHASE1,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01410448,2017-06-16,PHASE3,Everolimus,Certican®
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01266148,2015-06-10,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00515086,2011-09-22,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00519324,2016-11-18,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00410124,2013-01-15,PHASE3,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT03525834,2021-09-09,PHASE4,Everolimus,"RAD001, Afinitor®"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00457119,2013-02-12,PHASE1,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02732119,2021-05-05,"PHASE1, PHASE2",Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01059318,2020-11-19,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02115113,2019-02-28,PHASE3,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01628913,2016-04-07,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02864706,2019-10-03,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01590199,2019-04-16,PHASE1,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00464399,2016-11-16,PHASE3,everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00903175,2016-11-08,PHASE2,everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00170859,2016-11-18,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00857259,2011-08-19,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00702052,2021-05-25,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00655252,2011-08-19,,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01317615,2016-03-30,PHASE4,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00426556,2015-12-28,PHASE1,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02338609,2024-08-09,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02069093,2017-02-13,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00789828,2016-02-03,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01625377,2016-04-27,PHASE3,everolimus,Certican® / RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01217177,2015-04-03,PHASE1,everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00170833,2011-11-02,PHASE3,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00879333,2015-11-03,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01206764,2019-06-24,PHASE4,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT03312738,2024-01-23,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00688623,2019-01-25,PHASE2,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01789281,2021-06-11,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01551212,2019-05-10,PHASE4,Everolimus,RAD001 / Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00150046,2020-02-11,PHASE3,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01713946,2018-11-07,PHASE3,RAD001,everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00097968,2010-07-12,PHASE3,everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01594268,2017-03-21,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01491672,2016-06-06,PHASE2,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01169701,2015-12-07,PHASE4,Everolimus,Certican®
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00267189,2011-04-13,PHASE3,Everolimus,"Certican, RAD001, Neoral®/Prograf®"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01017029,2015-01-12,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01035229,2016-09-22,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00124280,2016-11-18,PHASE2,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01596062,2014-07-25,PHASE2,Certican®,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00377962,2020-07-30,PHASE4,Everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00965094,2014-08-15,PHASE4,Everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01743560,2019-07-18,PHASE4,RAD001,Everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00170820,2017-02-27,PHASE4,Everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00634920,2014-08-13,PHASE4,everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00434174,2020-12-21,PHASE1,Everolimus,"RAD001, Affinitor"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00300274,2012-08-16,PHASE3,everolimus,"Zortress®, Certican®"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00466466,2020-12-21,PHASE1,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01843348,2017-05-01,PHASE3,Everolimus,Certican
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01404325,2019-03-14,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01275222,2021-06-25,"PHASE1, PHASE2",RAD001,everolimus
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00332839,2014-08-28,PHASE4,Everolimus,"RAD001, Certican"
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00093639,2013-05-01,"PHASE1, PHASE2",everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00560963,2020-12-21,"PHASE1, PHASE2",everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00767819,2019-04-01,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01698918,2023-05-03,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00790036,2017-07-12,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02842749,2024-03-15,PHASE4,everolimus,
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01854606,2020-12-19,PHASE1,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01007942,2017-04-05,PHASE3,everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01231659,2021-03-26,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00107237,2013-06-12,"PHASE1, PHASE2",everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT05252585,2024-10-21,PHASE4,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00412061,2014-11-21,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01524783,2021-08-05,PHASE3,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01374451,2016-12-20,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01563354,2021-04-02,PHASE2,Everolimus,RAD001
NOVARTIS PHARM,NDA203985,20120829,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02077933,2020-12-08,PHASE1,everolimus,
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02021643,2018-02-20,PHASE3,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01641640,2014-05-08,PHASE3,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01497366,2014-04-02,PHASE3,Sofosbuvir,"Sovaldi™, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02907996,2021-12-27,,Sofosbuvir,Sovaldi ®
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01779518,2014-01-16,,Sofosbuvir,"GS-7977, PSI-7977, Sovaldi™"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01329978,2014-05-26,PHASE2,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02074514,2016-10-25,PHASE3,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01188772,2014-04-21,PHASE2,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01435044,2014-02-06,PHASE2,Sofosbuvir,"Sovaldi™, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01559844,2016-07-27,PHASE2,Sofosbuvir,"GS-7977, PSI-7977, Sovaldi®"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01054729,2014-04-17,PHASE2,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02783976,2018-10-02,,Sovaldi,"Sofosbuvir, GS-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01910636,2015-03-24,PHASE3,Sofosbuvir,"GS-7977, PSI-7977, Sovaldi®"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02292706,2023-10-04,,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT02128542,2016-08-03,PHASE4,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01687270,2014-12-19,PHASE2,Sofosbuvir,"GS-7977, PSI-7977, Sovaldi®"
GILEAD SCIENCES INC,NDA204671,20141114,,['SOFOSBUVIR'],[],Gilead Sciences,NCT01783678,2015-04-30,PHASE3,Sofosbuvir,"Sovaldi®, GS-7977, PSI-7977"
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02988882,2020-10-12,PHASE3,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02468700,2018-03-29,PHASE2,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02062905,2019-09-11,PHASE2,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02445326,2018-03-29,PHASE3,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02034019,2020-01-31,PHASE3,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02089113,2019-09-26,PHASE3,Dexamethasone,
OCULAR THERAPEUTIX,NDA208742,20190620,,['DEXAMETHASONE'],[],"Ocular Therapeutix, Inc.",NCT02736175,2017-11-13,PHASE3,Dexamethasone,
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02186821,2021-04-08,PHASE2,Ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT01685138,2019-03-26,PHASE2,LDK378,Ceritinib
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT01742286,2020-06-09,PHASE1,Ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT05100134,2024-02-08,,ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT01828099,2024-01-24,PHASE3,Ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02299505,2022-02-09,PHASE1,ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02336451,2020-04-21,PHASE2,Ceritinib,LDK378
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02584933,2024-11-27,PHASE4,ceritinib,
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02292550,2020-12-17,PHASE1,Ceritinib,"LDK378, Zykadia"
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT01828112,2023-11-30,PHASE3,Ceritinib,
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT02422589,2020-12-19,PHASE1,ceritinib,
NOVARTIS,NDA211225,20190318,,['CERITINIB'],[],Novartis Pharmaceuticals,NCT01685060,2017-06-19,PHASE2,LDK378,Ceritinib
PFIZER,NDA020287,19941222,,['DALTEPARIN SODIUM'],[],Pfizer,NCT00655122,2008-09-29,PHASE4,Dalteparin sodium,
PFIZER,NDA020287,19941222,,['DALTEPARIN SODIUM'],[],Pfizer,NCT00765063,2012-01-13,"PHASE2, PHASE3",Fragmin,Dalteparin sodium
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT05337124,2024-05-23,,LUPKYNIS,voclosporin
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT00270634,2013-02-12,PHASE2,Voclosporin,ISA247
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT03021499,2023-03-27,PHASE3,Voclosporin,ISA247
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT02949999,2018-01-17,PHASE1,Voclosporin,ISA247
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT00244842,2023-03-27,PHASE3,voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT01586845,2014-01-20,PHASE3,voclosporin,"voclosporin, ISA247"
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT05306379,2022-04-20,PHASE1,Voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT03597464,2022-12-14,PHASE3,Voclosporin,ISA247
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT05288855,2023-10-23,PHASE3,Voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT02949973,2021-03-19,PHASE2,voclosporin,ISA247
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT00258713,2008-09-29,PHASE3,voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT03598036,2021-09-16,PHASE2,Voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT05962788,2024-08-30,PHASE3,voclosporin,
AURINIA,NDA213716,20210122,,['VOCLOSPORIN'],[],Aurinia Pharmaceuticals Inc.,NCT00408187,2009-07-30,PHASE3,voclosporin,
PFIZER INC,NDA020571,19960614,,['IRINOTECAN HYDROCHLORIDE'],[],Pfizer,NCT00026273,2012-08-07,PHASE3,irinotecan hydrochloride,
GLAXOSMITHKLINE,NDA020626,19970826,,['SUMATRIPTAN'],[],GlaxoSmithKline,NCT01059604,2014-11-02,,Sumatriptan,
GLAXOSMITHKLINE,NDA020626,19970826,,['SUMATRIPTAN'],[],GlaxoSmithKline,NCT01376141,2017-05-22,,Sumatriptan,
AMGEN INC,BLA761024,20160923,,['ADALIMUMAB-ATTO'],[],Amgen,NCT02114931,2017-04-24,PHASE3,ABP 501,"AMJEVITA™, Adalimumab-atto"
AMGEN INC,BLA761024,20160923,,['ADALIMUMAB-ATTO'],[],Amgen,NCT01970475,2016-12-13,PHASE3,ABP 501,"AMJEVITA™, Adalimumab-atto"
AMGEN INC,BLA761024,20160923,,['ADALIMUMAB-ATTO'],[],Amgen,NCT01970488,2019-04-03,PHASE3,ABP 501,"Adalimumab-atto, AMJEVITA™"
ABBVIE INC,BLA761262,20220923,,['RISANKIZUMAB-RZAA'],[],AbbVie,NCT04862286,2024-06-17,PHASE3,Risankizumab,"ABBV-066, BI 655066, SKYRIZI, risankizumab-rzaa"
