nct_id,brief_title,sponsor_name,phases,has_results,overall_status,primary_completion_date,study_first_post_date,url,clean_primary_completion_date,is_phase4
NCT02074579,A Safety and Efficacy Study of Daikenchuto (TU-100) to Relieve Abdominal Bloating in Female Subjects With Irritable Bowel Syndrome,Tsumura USA,['PHASE2'],False,COMPLETED,2016-04,2014-02-28,https://clinicaltrials.gov/study/NCT02074579,2016-04-01,0
NCT04616079,Ascending Dose Study of the Safety and Tolerability of REGN6490 in Healthy Volunteers,Regeneron Pharmaceuticals,['PHASE1'],False,TERMINATED,2021-06-01,2020-11-04,https://clinicaltrials.gov/study/NCT04616079,2021-06-01,0
NCT06113679,Pilot Randomized Study of RD-X19 Tx Device in Subjects With PCC (Long Covid) in the Outpatient Setting,EmitBio Inc.,['NA'],False,TERMINATED,2024-05-24,2023-11-02,https://clinicaltrials.gov/study/NCT06113679,2024-05-24,0
NCT00990379,Using Heavy Water to Study Cell Dynamics in Parkinson's Disease,Salena Killion,Unknown,False,UNKNOWN,2016-02,2009-10-06,https://clinicaltrials.gov/study/NCT00990379,2016-02-01,0
NCT05905679,Effects of a Probiotic on Aspects of Mental Wellness,Fonterra Research Centre,['NA'],False,COMPLETED,2023-09-12,2023-06-15,https://clinicaltrials.gov/study/NCT05905679,2023-09-12,0
NCT05041179,Bioavailability of PRUVIN® and Its Effects in Healthy Subjects (INDIGO),Société des Produits Nestlé (SPN),['NA'],False,COMPLETED,2020-04-01,2021-09-10,https://clinicaltrials.gov/study/NCT05041179,2020-04-01,0
NCT02554279,MENOPUR® in a Gonadotropin-Releasing Hormone (GnRH) Antagonist Cycle With Single-Blastocyst Transfer in a High Responder Subject Population,Ferring Pharmaceuticals,['PHASE4'],True,COMPLETED,2017-01-26,2015-09-18,https://clinicaltrials.gov/study/NCT02554279,2017-01-26,1
NCT05568979,Safety Surveillance of VaxigripTetra® and Efluelda® Influenza Vaccines in Europe During the Influenza Season 2022/23,"Sanofi Pasteur, a Sanofi Company",Unknown,False,COMPLETED,2022-11-29,2022-10-06,https://clinicaltrials.gov/study/NCT05568979,2022-11-29,0
NCT01631279,A Dose Escalation Trial of PR610 Treating Patients With Solid Tumors,"Proacta, Incorporated","['PHASE1', 'PHASE2']",False,TERMINATED,2015-03,2012-06-29,https://clinicaltrials.gov/study/NCT01631279,2015-03-01,0
NCT04579679,Open-Label Surufatinib in European Patients With NET,Hutchmed,['PHASE2'],False,ACTIVE_NOT_RECRUITING,2024-09-15,2020-10-08,https://clinicaltrials.gov/study/NCT04579679,2024-09-15,0
NCT05194579,Pharmacokinetic Comparability Study in Healthy Participants - PF-06881894 On-Body Injector Relative to Prefilled Syringe,Pfizer,['PHASE1'],True,COMPLETED,2022-08-10,2022-01-18,https://clinicaltrials.gov/study/NCT05194579,2022-08-10,0
NCT03248479,Magrolimab Monotherapy or Magrolimab in Combination With Azacitidine in Participants With Hematological Malignancies,Gilead Sciences,['PHASE1'],False,TERMINATED,2023-09-05,2017-08-14,https://clinicaltrials.gov/study/NCT03248479,2023-09-05,0
NCT02525679,"Study to Investigate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of BI 655130 in Healthy Male Volunteers",Boehringer Ingelheim,['PHASE1'],True,COMPLETED,2016-05-27,2015-08-17,https://clinicaltrials.gov/study/NCT02525679,2016-05-27,0
NCT06261879,Non-invasive Biomarker Discovery for Pre-cervical or/and Cervical Cancer--ACTN4 and Other Biomarkers in Menstrual Blood,WomenX Biotech Limited,['NA'],False,RECRUITING,2025-06,2024-02-15,https://clinicaltrials.gov/study/NCT06261879,2025-06-01,0
NCT03409679,Pivotal Study in VAP Suspected or Confirmed to be Due to Pseudomonas Aeruginosa,Polyphor Ltd.,['PHASE3'],False,TERMINATED,2019-07-17,2018-01-24,https://clinicaltrials.gov/study/NCT03409679,2019-07-17,0
NCT06402279,Hemoperfusion Efferon СT for the Extremely Severe Form of COVID-19,Efferon JSC,Unknown,False,COMPLETED,2022-02-28,2024-05-07,https://clinicaltrials.gov/study/NCT06402279,2022-02-28,0
NCT02478879,A Study to Determine the Patient Preference Between Zosano Pharma Parathyroid Hormone (ZP-PTH) Patch and Forteo Pen,Zosano Pharma Corporation,['PHASE1'],False,COMPLETED,2015-11,2015-06-23,https://clinicaltrials.gov/study/NCT02478879,2015-11-01,0
NCT05713279,Study of Flonoltinib Maleate Tablets in the Treatment of Severe Novel Coronavirus (COVID-19) Infection,"Chengdu Zenitar Biomedical Technology Co., Ltd",['NA'],False,ACTIVE_NOT_RECRUITING,2023-11-01,2023-02-06,https://clinicaltrials.gov/study/NCT05713279,2023-11-01,0
NCT02758379,Shockwave Coronary Lithoplasty Study,"Shockwave Medical, Inc.",['NA'],False,COMPLETED,2016-01,2016-05-02,https://clinicaltrials.gov/study/NCT02758379,2016-01-01,0
NCT03673579,"Clinical Evaluation of the ""NICU Clinical Decision Support Dashboard"" - MHSB",Philips Healthcare,['NA'],False,WITHDRAWN,2020-04-01,2018-09-17,https://clinicaltrials.gov/study/NCT03673579,2020-04-01,0
NCT01960179,Safety And Tolerability Of Lixisenatide In Monotherapy In Patients With Type 2 Diabetes,Sanofi,['PHASE3'],False,COMPLETED,2015-03,2013-10-10,https://clinicaltrials.gov/study/NCT01960179,2015-03-01,0
NCT03914079,"Evaluation of the CAD-det System, a Novel Non-Invasive Acoustic Diagnostic for the Diagnosis of Coronary Artery Disease",AusculSciences Canada Inc.,Unknown,False,SUSPENDED,2022-12,2019-04-16,https://clinicaltrials.gov/study/NCT03914079,2022-12-01,0
NCT06308679,A Bioequivalence Study of Two Formulations of 10-mg Empagliflozin Tablets in Healthy Thai Volunteers Under Fasting Conditions,Pharma Nueva,['PHASE1'],False,NOT_YET_RECRUITING,2024-05-31,2024-03-13,https://clinicaltrials.gov/study/NCT06308679,2024-05-31,0
NCT02456779,Validation of a Non-invasive In-vitro Diagnostic Test (Peptest) Against Other Diagnostic Methods for GERD,MAAB (Shanghai) Medical Device Limited,Unknown,False,COMPLETED,2017-01,2015-05-29,https://clinicaltrials.gov/study/NCT02456779,2017-01-01,0
NCT01715779,Follow-up Study of Patients Who Experienced Thromboembolic Events in the ENABLE Studies,Novartis,Unknown,False,COMPLETED,2015-06,2012-10-29,https://clinicaltrials.gov/study/NCT01715779,2015-06-01,0
NCT02516579,European Sickle Cell Disease Cohort - Hydroxyurea,Theravia,Unknown,True,COMPLETED,2019-03-20,2015-08-06,https://clinicaltrials.gov/study/NCT02516579,2019-03-20,0
NCT05184179,Observational Study to Evaluate the Therapeutic Effectiveness and Safety of Olomax Tab,Daewoong Pharmaceutical Co. LTD.,Unknown,False,COMPLETED,2022-08-16,2022-01-11,https://clinicaltrials.gov/study/NCT05184179,2022-08-16,0
NCT03213379,Assessment of Actigraphy Procedures on the Initiation of an Apomorphine Treatment Delivered Through a Pump to Patients With Parkinson's Disease,Orkyn',['NA'],False,UNKNOWN,2018-09-15,2017-07-11,https://clinicaltrials.gov/study/NCT03213379,2018-09-15,0
NCT03551379,A Double Balloon Endoscopic Platform for ESD,"Lumendi, LLC",Unknown,False,COMPLETED,2018-03-09,2018-06-11,https://clinicaltrials.gov/study/NCT03551379,2018-03-09,0
NCT04501679,A Study to Assess the Efficacy and Safety of Nemolizumab (CD14152) in Participants With Prurigo Nodularis (PN),Galderma R&D,['PHASE3'],True,COMPLETED,2022-03-30,2020-08-06,https://clinicaltrials.gov/study/NCT04501679,2022-03-30,0
NCT05522179,Nutritional Supplements and Foot Surgery,NutraHeal,['NA'],False,COMPLETED,2023-03-17,2022-08-30,https://clinicaltrials.gov/study/NCT05522179,2023-03-17,0
NCT04016779,Evaluation of SPN-812 (Viloxazine Extended-release Capsule) in Adults With ADHD,"Supernus Pharmaceuticals, Inc.",['PHASE3'],True,COMPLETED,2020-10-10,2019-07-11,https://clinicaltrials.gov/study/NCT04016779,2020-10-10,0
NCT03604679,SyB C-0501(Oral Bendamustine) in Patients With Advanced Solid Tumors,SymBio Pharmaceuticals,['PHASE1'],False,COMPLETED,2020-09-11,2018-07-27,https://clinicaltrials.gov/study/NCT03604679,2020-09-11,0
NCT02679079,Safety and Efficacy Study of NBI-98854 in Children and Adolescents With Tourette Syndrome,Neurocrine Biosciences,['PHASE2'],True,COMPLETED,2017-04-14,2016-02-10,https://clinicaltrials.gov/study/NCT02679079,2017-04-14,0
NCT03466879,A User Study of SYNUS Pain Relief Made by Tivic Health Systems,Tivic Health Systems,Unknown,False,COMPLETED,2018-07-21,2018-03-15,https://clinicaltrials.gov/study/NCT03466879,2018-07-21,0
NCT05050279,A Trial to Evaluate the Effect of Delgocitinib on the Heart Rhythm of Healthy People,LEO Pharma,['EARLY_PHASE1'],False,COMPLETED,2022-01-04,2021-09-20,https://clinicaltrials.gov/study/NCT05050279,2022-01-04,0
NCT03347279,Study to Evaluate Tezepelumab in Adults & Adolescents With Severe Uncontrolled Asthma,AstraZeneca,['PHASE3'],True,COMPLETED,2020-09-08,2017-11-20,https://clinicaltrials.gov/study/NCT03347279,2020-09-08,0
NCT01585779,Contour 3D®/TriAd® Tricuspid Annuloplasty Ring Post-Market Clinical Trial,Medtronic Cardiovascular,Unknown,True,COMPLETED,2016-06,2012-04-26,https://clinicaltrials.gov/study/NCT01585779,2016-06-01,0
NCT03804879,"Safety, Tolerability and Efficacy of Nidufexor in Patients With Diabetic Nephropathy",Novartis Pharmaceuticals,['PHASE2'],True,COMPLETED,2021-05-03,2019-01-15,https://clinicaltrials.gov/study/NCT03804879,2021-05-03,0
NCT05670379,"Assessment of Safety, Tolerability and Drug Levels of Exenatide Implant","Vivani Medical, Inc",['PHASE1'],False,NOT_YET_RECRUITING,2025-08,2023-01-04,https://clinicaltrials.gov/study/NCT05670379,2025-08-01,0
NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",Biogen,['PHASE1'],False,COMPLETED,2021-06-21,2019-05-10,https://clinicaltrials.gov/study/NCT03945279,2021-06-21,0
NCT04935879,A Study to Assess the Safety and Efficacy of Inclacumab in Participants With Sickle Cell Disease Experiencing Vaso-occlusive Crises,Pfizer,['PHASE3'],False,COMPLETED,2024-06-06,2021-06-23,https://clinicaltrials.gov/study/NCT04935879,2024-06-06,0
NCT02156479,Clinical Validation of Lophius Biosciences Kit T-Track® CMV in Allo-HSCT Recipients,Lophius Biosciences GmbH,Unknown,False,COMPLETED,2018-04,2014-06-05,https://clinicaltrials.gov/study/NCT02156479,2018-04-01,0
NCT03628079,A Clinical Safety and Efficacy Study of Mebendazole on GI Cancer or Cancer of Unknown Origin.,Repos Pharma,"['PHASE1', 'PHASE2']",False,TERMINATED,2019-01-16,2018-08-14,https://clinicaltrials.gov/study/NCT03628079,2019-01-16,0
NCT01388179,Deep rTMS (Repetitive Transcranial Magnetic Stimulation)for Treatment of Autism Symptoms in Children.,Brainsway,['PHASE2'],False,TERMINATED,2016-12-31,2011-07-06,https://clinicaltrials.gov/study/NCT01388179,2016-12-31,0
NCT04209179,"A Clinical Study Investigating the Safety, Tolerability, PK and PD of PCO371 in Patients With Hypoparathyroidism",Chugai Pharmaceutical,['PHASE1'],False,TERMINATED,2020-12-28,2019-12-24,https://clinicaltrials.gov/study/NCT04209179,2020-12-28,0
NCT06610279,A Study of TAK-951 in Healthy Adults,Takeda,['PHASE1'],True,TERMINATED,2023-09-21,2024-09-24,https://clinicaltrials.gov/study/NCT06610279,2023-09-21,0
NCT03560479,A First-in-Human Study of alpha1H in Patients With Non-muscle Invasive Bladder Cancer,Hamlet Pharma AB,"['PHASE1', 'PHASE2']",False,UNKNOWN,2021-12,2018-06-18,https://clinicaltrials.gov/study/NCT03560479,2021-12-01,0
NCT05411679,EP0057 in Combination With Olaparib in Relapsed Advanced Gastric Cancer and Small Cell Lung Cancer,Ellipses Pharma,['PHASE2'],False,WITHDRAWN,2024-08,2022-06-09,https://clinicaltrials.gov/study/NCT05411679,2024-08-01,0
NCT02985879,"A Study to Assess Efficacy, Safety, Tolerability, and Pharmacokinetics of ABBV-8E12 in Subjects With Progressive Supranuclear Palsy (PSP)",AbbVie,['PHASE2'],True,TERMINATED,2019-11-20,2016-12-07,https://clinicaltrials.gov/study/NCT02985879,2019-11-20,0
NCT01672879,"Simtuzumab (SIM, GS-6624) in the Treatment of Cirrhosis Due to NASH",Gilead Sciences,['PHASE2'],True,TERMINATED,2016-09-26,2012-08-27,https://clinicaltrials.gov/study/NCT01672879,2016-09-26,0
NCT04803279,"Investigating Hearing With Ponto 3 SuperPower, a Bone Anchored Hearing Aid - Investigating Hear",Oticon Medical,Unknown,False,UNKNOWN,2021-05-16,2021-03-17,https://clinicaltrials.gov/study/NCT04803279,2021-05-16,0
NCT04978779,A Study to Evaluate VIP152 in Subjects With Relapsed/Refractory Chronic Lymphocytic Leukemia or Richter Syndrome,"Vincerx Pharma, Inc.",['PHASE1'],False,TERMINATED,2023-05-26,2021-07-27,https://clinicaltrials.gov/study/NCT04978779,2023-05-26,0
NCT02940379,A Drug to Drug Interaction Study of Sotagliflozin With Midazolam and Metoprolol,Sanofi,['PHASE1'],False,COMPLETED,2016-12,2016-10-20,https://clinicaltrials.gov/study/NCT02940379,2016-12-01,0
NCT03774979,SHR-1701 in Subjects With Metastatic or Locally Advanced Solid Tumors,"Jiangsu HengRui Medicine Co., Ltd.",['PHASE1'],False,UNKNOWN,2023-03,2018-12-13,https://clinicaltrials.gov/study/NCT03774979,2023-03-01,0
NCT03199079,Cervix Monitor for Elasticity and Length Measurements,"Advanced Tactile Imaging, Inc.",Unknown,True,COMPLETED,2022-04-27,2017-06-26,https://clinicaltrials.gov/study/NCT03199079,2022-04-27,0
NCT01498484,Therapeutic Effects of Epstein-Barr Virus Immune T-Lymphocytes Derived From a Normal HLA-Compatible Or Partially-Matched Third-Party Donor in the Treatment of EBV Lymphoproliferative Disorders and EBV-Associated Malignancies,Atara Biotherapeutics,['PHASE2'],True,COMPLETED,2019-07,2011-12-23,https://clinicaltrials.gov/study/NCT01498484,2019-07-01,0
NCT06697184,A Study to Investigate the Safety of Novel Dose Ramp-up Schedule(s) When Initiating Sonrotoclax in Participants Treated for Blood Cancers.,BeiGene,"['PHASE1', 'PHASE2']",False,NOT_YET_RECRUITING,2027-06,2024-11-20,https://clinicaltrials.gov/study/NCT06697184,2027-06-01,0
NCT02899884,Characterisation and Epidemiology of Breakthrough Cancer Pain in Spain,Takeda,Unknown,True,COMPLETED,2018-04-04,2016-09-14,https://clinicaltrials.gov/study/NCT02899884,2018-04-04,0
NCT03686384,SVT-15652 Otic Solution for the Treatment of Otomycosis,Salvat,['PHASE3'],True,COMPLETED,2021-10-25,2018-09-26,https://clinicaltrials.gov/study/NCT03686384,2021-10-25,0
NCT06435884,Long-Term Follow-up of Adult With Atorpphic Scars Treated With TRTP-101,CellinCells,Unknown,False,RECRUITING,2029-09,2024-05-30,https://clinicaltrials.gov/study/NCT06435884,2029-09-01,0
NCT02278484,Sinus Balloon Dilation in Pediatric Patients,"Entellus Medical, Inc.",['NA'],True,COMPLETED,2015-09,2014-10-30,https://clinicaltrials.gov/study/NCT02278484,2015-09-01,0
NCT06691984,Phase 3 Study of Xaluritamig vs Cabazitaxel or Second Androgen Receptor-Directed Therapy in Participants With Progressive Metastatic Castration-Resistant Prostate Cancer,Amgen,['PHASE3'],False,NOT_YET_RECRUITING,2028-08-31,2024-11-18,https://clinicaltrials.gov/study/NCT06691984,2028-08-31,0
NCT06067984,An Extension Study of a Second Course of a Digital Therapeutic for the Treatment of Experiential Negative Symptoms of Schizophrenia,"Click Therapeutics, Inc.",['PHASE3'],False,RECRUITING,2024-09-24,2023-10-05,https://clinicaltrials.gov/study/NCT06067984,2024-09-24,0
NCT05485584,rSIFN-co Among Healthy Subjects and Subjects With Mild or Asymptomatic COVID-19,Sichuan Huiyang Life Science and Technology Corporation,['PHASE2'],False,ACTIVE_NOT_RECRUITING,2023-04-05,2022-08-03,https://clinicaltrials.gov/study/NCT05485584,2023-04-05,0
NCT03249584,OsteoCool Tumor Ablation Post-Market Study,MedtronicNeuro,['NA'],True,COMPLETED,2019-04-30,2017-08-15,https://clinicaltrials.gov/study/NCT03249584,2019-04-30,0
NCT02968784,Focal ExAblate MR-Guided Focused Ultrasound Treatment for Management of Organ-Confined Intermediate Risk Prostate Cancer,InSightec,['NA'],False,TERMINATED,2023-02-02,2016-11-21,https://clinicaltrials.gov/study/NCT02968784,2023-02-02,0
NCT01991184,A Study of GDC-0853 in Patients With Resistant B-Cell Lymphoma or Chronic Lymphocytic Leukemia.,"Genentech, Inc.",['PHASE1'],False,COMPLETED,2022-03-08,2013-11-25,https://clinicaltrials.gov/study/NCT01991184,2022-03-08,0
NCT02470884,FAST Feasibility Study,Boston Scientific Corporation,['NA'],False,COMPLETED,2017-01-31,2015-06-12,https://clinicaltrials.gov/study/NCT02470884,2017-01-31,0
NCT02615184,A Study to Check the Safety of Dexlansoprazole and Learn If it Can Heal Erosive Esophagitis (EE) and Keep it Healed in Children 2 to 11 Years Old,Takeda,['PHASE2'],False,RECRUITING,2027-10-31,2015-11-26,https://clinicaltrials.gov/study/NCT02615184,2027-10-31,0
NCT06136884,"A First-In-Human, Phase 1 Study Evaluating Oral TACC3 PPI Inhibitor, AO-252, in Advanced Solid Tumors",A2A Pharmaceuticals Inc.,['PHASE1'],False,RECRUITING,2025-10-28,2023-11-18,https://clinicaltrials.gov/study/NCT06136884,2025-10-28,0
NCT04951284,Amyloid Prediction in Early Stage Alzheimer's Disease Through Speech Phenotyping - FUTURE Extension,Novoic Limited,Unknown,False,TERMINATED,2022-11-21,2021-07-06,https://clinicaltrials.gov/study/NCT04951284,2022-11-21,0
NCT05302284,A Study of RC48-ADC Combined With Toripalimab For First-line Treatment of Urothelial Carcinoma,"RemeGen Co., Ltd.",['PHASE3'],False,RECRUITING,2026-12-31,2022-03-31,https://clinicaltrials.gov/study/NCT05302284,2026-12-31,0
NCT05300984,Evaluation of the Anti-aging Efficacy of a Novel Skin Health Product,Amazentis SA,['NA'],False,COMPLETED,2022-05-10,2022-03-29,https://clinicaltrials.gov/study/NCT05300984,2022-05-10,0
NCT02928484,Evaluation of the Effect of a Probiotic Supplement Upon Gastrointestinal Function,Biopolis S.L.,"['PHASE1', 'PHASE2']",False,UNKNOWN,2017-06,2016-10-10,https://clinicaltrials.gov/study/NCT02928484,2017-06-01,0
NCT05783284,HS2 US Liver Reader Study,HoloCare AS,Unknown,False,COMPLETED,2023-03-04,2023-03-24,https://clinicaltrials.gov/study/NCT05783284,2023-03-04,0
NCT06524284,Feasibility of Self-treatment of Painful Diabetic Neuropathy Using Electrical Vasomotor Nerve Stimulation,Neurecon BV,['NA'],False,RECRUITING,2024-11,2024-07-29,https://clinicaltrials.gov/study/NCT06524284,2024-11-01,0
NCT02781584,"Safety, Tolerability, and Efficacy of Selonsertib, Firsocostat, and Cilofexor in Adults With Nonalcoholic Steatohepatitis (NASH)",Gilead Sciences,['PHASE2'],True,COMPLETED,2020-12-17,2016-05-24,https://clinicaltrials.gov/study/NCT02781584,2020-12-17,0
NCT02483884,PET/CT Imaging Study of the Safety and Diagnostic Performance of [68Ga]RM2 in Patients With Primary Prostate Cancer,Life Molecular Imaging SA,"['PHASE1', 'PHASE2']",False,TERMINATED,2016-12,2015-06-29,https://clinicaltrials.gov/study/NCT02483884,2016-12-01,0
NCT04728984,A Multi-site Bridging Study of Nalfurafine Hydrochloride Orally Disintegrating Tablet,"Shenyang Sunshine Pharmaceutical Co., LTD.",['PHASE3'],False,UNKNOWN,2021-06-30,2021-01-28,https://clinicaltrials.gov/study/NCT04728984,2021-06-30,0
NCT04697784,Post-Approval Study of the TREO Abdominal Stent-Graft System,Bolton Medical,['NA'],False,RECRUITING,2027-07-31,2021-01-06,https://clinicaltrials.gov/study/NCT04697784,2027-07-31,0
NCT05443984,JP-1366 20mg Versus Esomeprazole 40mg in Patients With Erosive Esophagitis,Onconic Therapeutics Inc.,['PHASE3'],False,COMPLETED,2023-01-05,2022-07-05,https://clinicaltrials.gov/study/NCT05443984,2023-01-05,0
NCT04780984,Tiotropium Bromide Inhalation Solution in Subjects With Chronic Obstructive Pulmonary Disease,Nephron Pharmaceuticals Corporation,['PHASE2'],False,COMPLETED,2021-04-20,2021-03-04,https://clinicaltrials.gov/study/NCT04780984,2021-04-20,0
NCT04722484,"A Trial to Learn How Safe Vericiguat (BAY1021189) is and the Way the Body Absorbs, Distributes and Gets Rid of Vericiguat in Participants With Kidney Disease and in Age-, Weight- and Gender-matched Healthy Participants",Bayer,['PHASE1'],False,COMPLETED,2015-01-22,2021-01-25,https://clinicaltrials.gov/study/NCT04722484,2015-01-22,0
NCT05442684,A Study to Evaluate the Safety and Immunogenicity of Ad5-vector Based Vaccine Against Coronavirus Variants in Adults (≥18 Years) Immunized With 2 Doses of mRNA Vaccines Plus One Dose of Booster AZD1222 Vaccine,CanSino Biologics Inc.,['PHASE3'],False,WITHDRAWN,2023-03-30,2022-07-05,https://clinicaltrials.gov/study/NCT05442684,2023-03-30,0
NCT06381284,Feasibility of Engaging and Capturing Undiagnosed Myasthenia Gravis Participants Through a Social Media Campaign Paired With a Self-moderated Assessment,ZS Associates,Unknown,False,RECRUITING,2024-05-27,2024-04-24,https://clinicaltrials.gov/study/NCT06381284,2024-05-27,0
NCT04961684,Clinical Evaluation of Efficacy and Safety of a Medical Device for the Treatment of Toenail Onychomycosis,Oystershell NV,['NA'],False,COMPLETED,2020-09-22,2021-07-14,https://clinicaltrials.gov/study/NCT04961684,2020-09-22,0
NCT03087084,RESpiration deTection From Implanted Cardiac Devices in Subjects With Heart Failure (REST-HF),Medtronic BRC,['NA'],False,UNKNOWN,2020-04-01,2017-03-22,https://clinicaltrials.gov/study/NCT03087084,2020-04-01,0
NCT06337084,Diagnostic Efficacy and Dosimetry of MNPR-101-DFO*-89Zr in Patients with Solid Tumors,Monopar Therapeutics,['PHASE1'],False,RECRUITING,2025-04,2024-03-29,https://clinicaltrials.gov/study/NCT06337084,2025-04-01,0
NCT02772484,An Evaluation of Non-invasive ICP Monitoring in Patients Undergoing Routine Care,HeadSense Medical,['NA'],False,COMPLETED,2016-12,2016-05-13,https://clinicaltrials.gov/study/NCT02772484,2016-12-01,0
NCT02825784,A Multicenter Study to Evaluate the Nutritional Suitability of Renastart,"Vitaflo International, Ltd",['NA'],False,COMPLETED,2019-05-31,2016-07-07,https://clinicaltrials.gov/study/NCT02825784,2019-05-31,0
NCT06599684,Study of INV-102 Ophthalmic Solution in Adults With Non-center Involved Diabetic Macular Edema Associated With Non-proliferative Diabetic Retinopathy,"Invirsa, Inc.",['PHASE2'],False,RECRUITING,2025-03,2024-09-19,https://clinicaltrials.gov/study/NCT06599684,2025-03-01,0
NCT05527184,"First in Human Study of IMGN151 in Recurrent Endometrial Cancer and Recurrent, High-grade Serous Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers","ImmunoGen, Inc.",['PHASE1'],False,RECRUITING,2024-12-30,2022-09-02,https://clinicaltrials.gov/study/NCT05527184,2024-12-30,0
NCT04277884,Firibastat in Treatment-resistant Hypertension,Quantum Genomics SA,['PHASE3'],False,COMPLETED,2022-08-30,2020-02-20,https://clinicaltrials.gov/study/NCT04277884,2022-08-30,0
NCT06039384,A Study of INCB099280 in Combination With Adagrasib in Adults With Advanced Solid Tumors Harboring a KRASG12C Mutation,Incyte Corporation,['PHASE1'],False,ACTIVE_NOT_RECRUITING,2025-11-03,2023-09-15,https://clinicaltrials.gov/study/NCT06039384,2025-11-03,0
NCT02262884,SurgiQuest AirSeal in Robotic Partial Nephrectomy - (TARPAN Study),"SurgiQuest, Inc.",['NA'],False,UNKNOWN,2016-12,2014-10-13,https://clinicaltrials.gov/study/NCT02262884,2016-12-01,0
NCT05375084,SHP2 Inhibitor BBP-398 in Combination With Nivolumab in Patients With Advanced Non-Small Cell Lung Cancer With a KRAS Mutation,"Navire Pharma Inc., a BridgeBio company",['PHASE1'],False,RECRUITING,2024-07,2022-05-16,https://clinicaltrials.gov/study/NCT05375084,2024-07-01,0
NCT06572384,A Study of the Efficacy and Safety of Belimumab in Adults With Interstitial Lung Disease Associated With Connective Tissue Disease,GlaxoSmithKline,['PHASE3'],False,RECRUITING,2028-10-18,2024-08-27,https://clinicaltrials.gov/study/NCT06572384,2028-10-18,0
NCT05190484,"bIosimilar of aDalimumab, an European evAluation",Fresenius Kabi,Unknown,False,UNKNOWN,2023-04-30,2022-01-13,https://clinicaltrials.gov/study/NCT05190484,2023-04-30,0
NCT05016284,Comparison of JW-100 and EUCRISA for the Treatment of Atopic Dermatitis,"Applied Biology, Inc.",['PHASE3'],False,WITHDRAWN,2022-12-15,2021-08-23,https://clinicaltrials.gov/study/NCT05016284,2022-12-15,0
NCT05518084,Liponovo Tissue Product in Healthy Volunteers,Vesa Juutilainen,['EARLY_PHASE1'],False,UNKNOWN,2023-09-01,2022-08-26,https://clinicaltrials.gov/study/NCT05518084,2023-09-01,0
NCT05433584,A Study of Tirzepatide Compared With Intensified Conventional Care in Adult Participants With Type 2 Diabetes,Eli Lilly and Company,['PHASE4'],False,ACTIVE_NOT_RECRUITING,2025-10-30,2022-06-27,https://clinicaltrials.gov/study/NCT05433584,2025-10-30,1
NCT03473184,A 4-Day Study to Evaluate the Photoxicity of Diacerein 1% Topical Ointment in Healthy Volunteers,"Castle Creek Pharmaceuticals, LLC",['PHASE1'],True,COMPLETED,2017-12-15,2018-03-22,https://clinicaltrials.gov/study/NCT03473184,2017-12-15,0
NCT02609984,Study to Compare the Safety and Efficacy of CMB305 With Atezolizumab to Atezolizumab Alone in Participants With Sarcoma (IMDZ-C232/V943A-002),"Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",['PHASE2'],True,TERMINATED,2019-02-06,2015-11-20,https://clinicaltrials.gov/study/NCT02609984,2019-02-06,0
NCT04635384,Assessment of Chimerism and Relapse Post Bone Marrow/Hematopoietic Cell Transplant (HCT) Using AlloHeme Test,CareDx,Unknown,False,ACTIVE_NOT_RECRUITING,2025-10-31,2020-11-19,https://clinicaltrials.gov/study/NCT04635384,2025-10-31,0
NCT02924584,"Clinical Outcome Of Hormonal Receptor Positive, Her-2 Negative Breast Cancer In Taiwan",Pfizer,Unknown,False,COMPLETED,2017-02-28,2016-10-05,https://clinicaltrials.gov/study/NCT02924584,2017-02-28,0
NCT06628284,CGM As Diagnostic Tool in Observing Steroid-Induced Hyperglycemia,Mahesh Pattabiraman,Unknown,False,ENROLLING_BY_INVITATION,2025-03,2024-10-04,https://clinicaltrials.gov/study/NCT06628284,2025-03-01,0
NCT06555484,Acute Effects of Supplemental Oxygen on Memory Testing in Healthy Adult Volunteers,Inogen Inc.,['NA'],False,RECRUITING,2024-10,2024-08-15,https://clinicaltrials.gov/study/NCT06555484,2024-10-01,0
NCT02719184,Longitudinal Follow up to Assess Biomarkers Predictive of Emphysema Progression in Patients With COPD (Chronic Obstructive Pulmonary Disease),Boehringer Ingelheim,Unknown,True,COMPLETED,2021-06-14,2016-03-25,https://clinicaltrials.gov/study/NCT02719184,2021-06-14,0
NCT03332784,Phase 1 TAK-925 Study in Healthy Adult and Elderly Volunteers and Participants With Narcolepsy,Takeda,['PHASE1'],True,COMPLETED,2018-09-04,2017-11-06,https://clinicaltrials.gov/study/NCT03332784,2018-09-04,0
NCT02047084,Comparison of Human Allograft to Apligraf for Venous Leg Ulcers,Solsys Medical LLC,Unknown,False,ENROLLING_BY_INVITATION,2025-12-31,2014-01-28,https://clinicaltrials.gov/study/NCT02047084,2025-12-31,0
